ORIS Code,Fuel,FuelSimplified,Category,Generation,CarbonDioxide,AnnualCapacity,CapFactor,Lat,Lon,Name,State,popup,,,,,,,,Fuel Category,Simplification,https://www.eia.gov/survey/form/eia_860/instructions.pdf,
259,NG,Natural Gas,OGST,204937,127623.74,9258649.2,0.022134654,35.37,-120.86,Dynegy Morro Bay LLC,California,Plant Name =  Dynegy Morro Bay LLC  Fuel Type =  NG  CPP Category =  OGST,,,,,,,,,,,
260,NG,Natural Gas,NGCC,5021615.02,2278491.62,24562332,0.20444374,36.8,-121.78,Dynegy Moss Landing Power Plant,California,Plant Name =  Dynegy Moss Landing Power Plant  Fuel Type =  NG  CPP Category =  NGCC,,,,,,,,,,,
261,WAT,Hydro,EXCLUDE,14123,0,39447,0.358024691,38.15,-120.45,Murphys,California,Plant Name =  Murphys  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
264,WAT,Hydro,EXCLUDE,8483,0,14025.6,0.60482261,38.03,-120.33,Phoenix,California,Plant Name =  Phoenix  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
265,WAT,Hydro,EXCLUDE,208394,0,606607.2,0.343540268,40.99,-121.5,Pit 1,California,Plant Name =  Pit 1  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
266,WAT,Hydro,EXCLUDE,254463.99,0,702156.6,0.362403472,41,-121.75,Pit 3,California,Plant Name =  Pit 3  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
267,WAT,Hydro,EXCLUDE,342020,0,906404.4,0.377337091,40.99,-121.85,Pit 4,California,Plant Name =  Pit 4  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
268,WAT,Hydro,EXCLUDE,494464.01,0,1241265.6,0.39835472,40.99,-121.98,Pit 5,California,Plant Name =  Pit 5  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
269,WAT,Hydro,EXCLUDE,296442,0,694267.2,0.42698546,40.92,-121.99,Pit 6,California,Plant Name =  Pit 6  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
270,WAT,Hydro,EXCLUDE,414594,0,962506.8,0.43074397,40.85,-121.99,Pit 7,California,Plant Name =  Pit 7  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
271,NG,Natural Gas,OGST,219596,169109.13,19789245,0.011096735,38.04,-121.89,Pittsburg Power,California,Plant Name =  Pittsburg Power  Fuel Type =  NG  CPP Category =  OGST,,,,,,,,,,,
272,WAT,Hydro,EXCLUDE,423083,0,1251784.8,0.337983813,39.72,-121.47,Poe,California,Plant Name =  Poe  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
274,WAT,Hydro,EXCLUDE,21203,0,82400.4,0.257316712,39.36,-123.13,Potter Valley,California,Plant Name =  Potter Valley  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
275,WAT,Hydro,EXCLUDE,190253,0,1092243.6,0.174185502,39.91,-121.35,Rock Creek,California,Plant Name =  Rock Creek  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
276,WAT,Hydro,EXCLUDE,3951,0,24544.8,0.160970959,37.2,-119.5,San Joaquin 2,California,Plant Name =  San Joaquin 2  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
277,WAT,Hydro,EXCLUDE,5235,0,35064,0.149298426,37.25,-119.52,San Joaquin 3,California,Plant Name =  San Joaquin 3  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
279,WAT,Hydro,EXCLUDE,146200,0,368172,0.397097009,38.5,-120.22,Salt Springs,California,Plant Name =  Salt Springs  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
280,WAT,Hydro,EXCLUDE,40198,0,58732.2,0.684428644,40.4,-121.88,South,California,Plant Name =  South  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
281,WAT,Hydro,EXCLUDE,33874,0,61362,0.552035462,39.32,-120.64,Spaulding 1,California,Plant Name =  Spaulding 1  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
282,WAT,Hydro,EXCLUDE,9931,0,32434.2,0.306189146,39.32,-120.65,Spaulding 2,California,Plant Name =  Spaulding 2  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
283,WAT,Hydro,EXCLUDE,26991,0,57855.6,0.466523552,39.34,-120.64,Spaulding 3,California,Plant Name =  Spaulding 3  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
284,WAT,Hydro,EXCLUDE,20594,0,52596,0.391550688,38.19,-120.11,Spring Gap,California,Plant Name =  Spring Gap  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
285,WAT,Hydro,EXCLUDE,240806,0,717935.4,0.335414579,38.14,-120.37,Stanislaus,California,Plant Name =  Stanislaus  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
286,GEO,Geothermal,EXCLUDE,4814527.96,0,11159118,0.431443413,38.78,-122.75,Geysers Unit 5-20,California,Plant Name =  Geysers Unit 5-20  Fuel Type =  GEO  CPP Category =  EXCLUDE,,,,,,,,,,,
287,WAT,Hydro,EXCLUDE,231938,0,457585.2,0.506873911,38.45,-120.49,Tiger Creek,California,Plant Name =  Tiger Creek  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
290,WAT,Hydro,EXCLUDE,32634,0,74511,0.437975601,40.46,-121.87,Volta 1,California,Plant Name =  Volta 1  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
292,WAT,Hydro,EXCLUDE,46665,0,143762.4,0.324598087,38.89,-121.1,Wise,California,Plant Name =  Wise  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
293,WAT,Hydro,EXCLUDE,35787,0,112204.8,0.318943575,37.15,-119.5,A G Wishon,California,Plant Name =  A G Wishon  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
294,WAT,Hydro,EXCLUDE,85352,0,175320,0.486835501,41.98,-122.34,Copco 1,California,Plant Name =  Copco 1  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
295,WAT,Hydro,EXCLUDE,109416,0,236682,0.462291176,41.98,-122.36,Copco 2,California,Plant Name =  Copco 2  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
296,WAT,Hydro,EXCLUDE,10432,0,18408.6,0.566691655,41.99,-122.36,Fall Creek,California,Plant Name =  Fall Creek  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
297,WAT,Hydro,EXCLUDE,100757,0,157788,0.638559333,41.93,-122.44,Iron Gate,California,Plant Name =  Iron Gate  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
298,SUB,Coal,COALST,11516465,12537785.66,16215346.8,0.710220086,31.42,-96.25,Limestone,Texas,Plant Name =  Limestone  Fuel Type =  SUB  CPP Category =  COALST,,,,,,,,,,,
299,GEO,Geothermal,EXCLUDE,268542,0,596964.6,0.44984577,38.49,-112.85,Blundell,Utah,Plant Name =  Blundell  Fuel Type =  GEO  CPP Category =  EXCLUDE,,,,,,,,,,,
301,NG,Natural Gas,EXCLUDE,3009,3391.33,157788,0.019069891,32.8,-116.97,El Cajon,California,Plant Name =  El Cajon  Fuel Type =  NG  CPP Category =  EXCLUDE,,,,,,,,,,,
302,NG,Natural Gas,OGST,1376634,1006555.09,8236533.6,0.167137544,33.14,-117.34,Encina,California,Plant Name =  Encina  Fuel Type =  NG  CPP Category =  OGST,,,,,,,,,,,
303,NG,Natural Gas,EXCLUDE,46563.01,36274.81,1415709,0.032890241,32.83,-117.13,Kearny,California,Plant Name =  Kearny  Fuel Type =  NG  CPP Category =  EXCLUDE,,,,,,,,,,,
305,NG,Natural Gas,EXCLUDE,3714,3610.78,429534,0.00864658,32.88,-117.17,Miramar,California,Plant Name =  Miramar  Fuel Type =  NG  CPP Category =  EXCLUDE,,,,,,,,,,,
313,WAT,Hydro,EXCLUDE,57966,0,163047.6,0.355515813,56.99,-135.12,Green Lake,Alaska,Plant Name =  Green Lake  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
314,WAT,Hydro,EXCLUDE,18514,0,35064,0.528005932,32.67,-115.39,Drop 5,California,Plant Name =  Drop 5  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
315,NG,Natural Gas,OGST,1464747,1045301.2,18014130,0.081311004,33.77,-118.1,AES Alamitos LLC,California,Plant Name =  AES Alamitos LLC  Fuel Type =  NG  CPP Category =  OGST,,,,,,,,,,,
316,WAT,Hydro,EXCLUDE,30976,0,74511,0.415723853,34.1,-118.48,Sepulveda Canyon,California,Plant Name =  Sepulveda Canyon  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
317,WAT,Hydro,EXCLUDE,260614.01,0,774037.8,0.336694164,37.2,-119.24,Big Creek 1,California,Plant Name =  Big Creek 1  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
318,WAT,Hydro,EXCLUDE,243281,0,582062.4,0.417963778,37.2,-119.31,Big Creek 2,California,Plant Name =  Big Creek 2  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
319,WAT,Hydro,EXCLUDE,450156,0,1528790.4,0.294452398,37.15,-119.39,Big Creek 3,California,Plant Name =  Big Creek 3  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
320,WAT,Hydro,EXCLUDE,248387,0,876600,0.283352726,37.14,-119.49,Big Creek 4,California,Plant Name =  Big Creek 4  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
321,WAT,Hydro,EXCLUDE,154780,0,657450,0.235424747,37.21,-119.33,Big Creek 8,California,Plant Name =  Big Creek 8  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
322,WAT,Hydro,EXCLUDE,257709,0,964260,0.267260905,37.2,-119.31,Big Creek 2A,California,Plant Name =  Big Creek 2A  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
323,WAT,Hydro,EXCLUDE,29160,0,63991.8,0.455683384,37.27,-118.57,Bishop Creek 2,California,Plant Name =  Bishop Creek 2  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
324,WAT,Hydro,EXCLUDE,26890,0,67498.2,0.398380994,37.3,-118.53,Bishop Creek 3,California,Plant Name =  Bishop Creek 3  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
325,WAT,Hydro,EXCLUDE,37647,0,67498.2,0.557748207,37.32,-118.5,Bishop Creek 4,California,Plant Name =  Bishop Creek 4  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
326,WAT,Hydro,EXCLUDE,12176,0,39447,0.308667326,37.33,-118.48,Bishop Creek 5,California,Plant Name =  Bishop Creek 5  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
327,WAT,Hydro,EXCLUDE,10572,0,14025.6,0.753764545,37.35,-118.46,Bishop Creek 6,California,Plant Name =  Bishop Creek 6  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
328,WAT,Hydro,EXCLUDE,49140,0,105192,0.467145791,35.59,-118.52,Borel,California,Plant Name =  Borel  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
329,NG,Natural Gas,NGCC,481433.02,316992.42,6375511.8,0.075512843,34.86,-116.85,Coolwater,California,Plant Name =  Coolwater  Fuel Type =  NG  CPP Category =  NGCC,,,,,,,,,,,
330,NG,Natural Gas,OGST,602624,409410.13,8734442.4,0.068993986,33.91,-118.42,El Segundo Power,California,Plant Name =  El Segundo Power  Fuel Type =  NG  CPP Category =  OGST,,,,,,,,,,,
331,NG,Natural Gas,OGST,252905,192818.67,9205176.6,0.027474215,34.09,-117.53,Etiwanda Generating Station,California,Plant Name =  Etiwanda Generating Station  Fuel Type =  NG  CPP Category =  OGST,,,,,,,,,,,
332,WAT,Hydro,EXCLUDE,5227,0,24544.8,0.212957531,34.16,-117.4,Fontana,California,Plant Name =  Fontana  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
335,NG,Natural Gas,OGST,1167621,763582.3,8950086,0.130459193,33.64,-117.98,AES Huntington Beach LLC,California,Plant Name =  AES Huntington Beach LLC  Fuel Type =  NG  CPP Category =  OGST,,,,,,,,,,,
336,WAT,Hydro,EXCLUDE,6680,0,15778.8,0.423352853,36.46,-118.88,Kaweah 2,California,Plant Name =  Kaweah 2  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
337,WAT,Hydro,EXCLUDE,7546,0,19285.2,0.391284508,36.47,-118.86,Kaweah 1,California,Plant Name =  Kaweah 1  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
338,WAT,Hydro,EXCLUDE,7060,0,42076.8,0.167788425,36.49,-118.84,Kaweah 3,California,Plant Name =  Kaweah 3  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
339,WAT,Hydro,EXCLUDE,102303,0,351516.6,0.291033197,35.78,-118.44,Kern River 3,California,Plant Name =  Kern River 3  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
340,WAT,Hydro,EXCLUDE,161215,0,227916,0.707343934,35.46,-118.78,Kern River 1,California,Plant Name =  Kern River 1  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
341,NG,Natural Gas,EXCLUDE,100057,98167.06,5149148.4,0.019431757,33.76,-118.22,Long Beach Generation LLC,California,Plant Name =  Long Beach Generation LLC  Fuel Type =  NG  CPP Category =  EXCLUDE,,,,,,,,,,,
342,WAT,Hydro,EXCLUDE,2230,0,26298,0.084797323,38.04,-119.17,Lundy,California,Plant Name =  Lundy  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
344,WAT,Hydro,EXCLUDE,290953,0,1665540,0.17468989,37.22,-119.34,Mammoth Pool,California,Plant Name =  Mammoth Pool  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
345,NG,Natural Gas,OGST,213783,149241.37,5031684,0.042487366,34.21,-119.25,Mandalay,California,Plant Name =  Mandalay  Fuel Type =  NG  CPP Category =  OGST,,,,,,,,,,,
350,NG,Natural Gas,OGST,251381,161181.75,14130792,0.01778959,34.13,-119.17,Ormond Beach,California,Plant Name =  Ormond Beach  Fuel Type =  NG  CPP Category =  OGST,,,,,,,,,,,
353,WAT,Hydro,EXCLUDE,7873,0,98179.2,0.080190101,37.94,-119.22,Poole,California,Plant Name =  Poole  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
354,WAT,Hydro,EXCLUDE,14961,0,94672.8,0.158028494,37.26,-119.16,Portal,California,Plant Name =  Portal  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
356,NG,Natural Gas,OGST,547638,450930.2,11539562.4,0.047457432,33.85,-118.4,AES Redondo Beach LLC,California,Plant Name =  AES Redondo Beach LLC  Fuel Type =  NG  CPP Category =  OGST,,,,,,,,,,,
357,WAT,Hydro,EXCLUDE,17919,0,113958,0.157242142,37.77,-119.12,Rush Creek,California,Plant Name =  Rush Creek  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
358,NG,Natural Gas,NGCC,6586446.98,2801541.18,10233428.4,0.643620762,34.08,-117.24,Mountainview Generating Station,California,Plant Name =  Mountainview Generating Station  Fuel Type =  NG  CPP Category =  NGCC,,,,,,,,,,,
360,NUC,Nuclear,EXCLUDE,794940,0,19758564,0.040232681,33.37,-117.55,San Onofre Nuclear Generating Station,California,Plant Name =  San Onofre Nuclear Generating Station  Fuel Type =  NUC  CPP Category =  EXCLUDE,,,,,,,,,,,
361,WAT,Hydro,EXCLUDE,1088,0,28051.2,0.038786219,34.15,-117.06,Santa Ana 1,California,Plant Name =  Santa Ana 1  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
363,WAT,Hydro,EXCLUDE,5200,0,27174.6,0.191355163,34.11,-117.1,Santa Ana 3,California,Plant Name =  Santa Ana 3  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
365,WAT,Hydro,EXCLUDE,11211,0,21038.4,0.532882729,36.16,-118.71,Tule River,California,Plant Name =  Tule River  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
365,WAT,Hydro,EXCLUDE,11075,0,21038.4,0.526418359,36.14,-118.79,Tule River,California,Plant Name =  Tule River  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
371,NUC,Nuclear,EXCLUDE,9333709,0,10519200,0.887302171,46.47,-119.33,Columbia Generating Station,Washington,Plant Name =  Columbia Generating Station  Fuel Type =  NUC  CPP Category =  EXCLUDE,,,,,,,,,,,
376,WAT,Hydro,EXCLUDE,68818.99,0,206877.6,0.33265559,38.26,-120.85,Pardee,California,Plant Name =  Pardee  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
377,LFG,Biomass,EXCLUDE,177784.99,204219.39,3102287.4,0.057307711,34.16,-118.28,Grayson,California,Plant Name =  Grayson  Fuel Type =  LFG  CPP Category =  EXCLUDE,,,,,,,,,,,
380,WAT,Hydro,EXCLUDE,410424,0,1374508.8,0.298596851,37.9,-119.97,Dion R Holm,California,Plant Name =  Dion R Holm  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
381,WAT,Hydro,EXCLUDE,314547,0,876600,0.358826146,37.81,-120.3,Moccasin,California,Plant Name =  Moccasin  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
382,WAT,Hydro,EXCLUDE,396620.01,0,1012473,0.391733913,37.88,-119.95,R C Kirkwood,California,Plant Name =  R C Kirkwood  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
384,SUB,Coal,COALST,5137259,5948570.33,11571120,0.443972494,41.49,-88.12,Joliet 29,Illinois,Plant Name =  Joliet 29  Fuel Type =  SUB  CPP Category =  COALST,,,,,,,,,,,
387,WAT,Hydro,EXCLUDE,110502,0,171813.6,0.643150484,32.71,-115.22,Drop 4,California,Plant Name =  Drop 4  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
388,WAT,Hydro,EXCLUDE,30036,0,289278,0.103830917,32.74,-114.71,Pilot Knob,California,Plant Name =  Pilot Knob  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
389,NG,Natural Gas,NGCC,912367,548583.79,3579157.8,0.254911086,32.8,-115.54,El Centro,California,Plant Name =  El Centro  Fuel Type =  NG  CPP Category =  NGCC,,,,,,,,,,,
390,WAT,Hydro,EXCLUDE,44135,0,105192,0.419566127,61.08,-146.3,Solomon Gulch,Alaska,Plant Name =  Solomon Gulch  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
391,WAT,Hydro,EXCLUDE,5095,0,28051.2,0.181632158,37.14,-118.32,Big Pine,California,Plant Name =  Big Pine  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
392,WAT,Hydro,EXCLUDE,452887.02,0,11667546,0.038815962,34.59,-118.66,Castaic,California,Plant Name =  Castaic  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
393,WAT,Hydro,EXCLUDE,54147,0,328725,0.16471823,37.44,-118.56,Control Gorge,California,Plant Name =  Control Gorge  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
394,WAT,Hydro,EXCLUDE,3217,0,14025.6,0.229366302,36.44,-118.04,Cottonwood,California,Plant Name =  Cottonwood  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
396,WAT,Hydro,EXCLUDE,39376,0,96426,0.408354593,34.32,-118.49,Foothill,California,Plant Name =  Foothill  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
398,WAT,Hydro,EXCLUDE,9736,0,49089.6,0.198331215,36.11,-117.96,Haiwee,California,Plant Name =  Haiwee  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
399,NG,Natural Gas,NGCC,116464,72148.03,5216646.6,0.022325453,33.79,-118.26,Harbor,California,Plant Name =  Harbor  Fuel Type =  NG  CPP Category =  NGCC,,,,,,,,,,,
400,NG,Natural Gas,NGCC,3079372.99,1712650.87,25290786.6,0.121758688,33.76,-118.1,Haynes,California,Plant Name =  Haynes  Fuel Type =  NG  CPP Category =  NGCC,,,,,,,,,,,
401,WAT,Hydro,EXCLUDE,79441,0,328725,0.241664005,37.51,-118.57,Middle Gorge,California,Plant Name =  Middle Gorge  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
403,WAT,Hydro,EXCLUDE,7884,0,49089.6,0.160604283,34.26,-118.39,San Fernando,California,Plant Name =  San Fernando  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
404,NG,Natural Gas,OGST,1087220,808266.06,14602402.8,0.07445487,33.92,-118.43,Scattergood,California,Plant Name =  Scattergood  Fuel Type =  NG  CPP Category =  OGST,,,,,,,,,,,
407,WAT,Hydro,EXCLUDE,85936,0,328725,0.261422161,37.55,-118.59,Upper Gorge,California,Plant Name =  Upper Gorge  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
409,WAT,Hydro,EXCLUDE,204624,0,828387,0.247014982,37.58,-120.27,Exchequer,California,Plant Name =  Exchequer  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
410,WAT,Hydro,EXCLUDE,25103,0,78894,0.318186427,37.52,-120.31,McSwain,California,Plant Name =  McSwain  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
412,WAT,Hydro,EXCLUDE,121882,0,385704,0.315998797,39.18,-120.89,Chicago Park,California,Plant Name =  Chicago Park  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
413,WAT,Hydro,EXCLUDE,44786,0,239311.8,0.187144972,39.22,-120.84,Dutch Flat 2,California,Plant Name =  Dutch Flat 2  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
414,WAT,Hydro,EXCLUDE,33722,0,87660,0.384690851,38.2,-120.08,Beardsley,California,Plant Name =  Beardsley  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
415,WAT,Hydro,EXCLUDE,205020,0,631152,0.324834588,38.25,-120.03,Donnells,California,Plant Name =  Donnells  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
416,WAT,Hydro,EXCLUDE,114024,0,212137.2,0.537501202,37.88,-120.61,Tulloch,California,Plant Name =  Tulloch  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
417,WAT,Hydro,EXCLUDE,129534,0,367295.4,0.352669813,39.55,-121.28,Forbestown,California,Plant Name =  Forbestown  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
418,WAT,Hydro,EXCLUDE,63182,0,87660,0.720762035,39.53,-121.49,Kelly Ridge,California,Plant Name =  Kelly Ridge  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
419,WAT,Hydro,EXCLUDE,201170,0,517194,0.388964296,39.55,-121.2,Woodleaf,California,Plant Name =  Woodleaf  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
422,NG,Natural Gas,EXCLUDE,89968,55568.52,1565607.6,0.057465229,34.13,-118.15,Glenarm,California,Plant Name =  Glenarm  Fuel Type =  NG  CPP Category =  EXCLUDE,,,,,,,,,,,
424,WAT,Hydro,EXCLUDE,46917,0,134119.8,0.349814121,39.08,-120.41,French Meadows,California,Plant Name =  French Meadows  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
425,WAT,Hydro,EXCLUDE,446134,0,1017732.6,0.438360725,39.02,-120.6,Middle Fork,California,Plant Name =  Middle Fork  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
427,WAT,Hydro,EXCLUDE,333506,0,694267.2,0.480371246,39,-120.73,Ralston,California,Plant Name =  Ralston  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
428,WAT,Hydro,EXCLUDE,6667,0,23668.2,0.281685975,37.48,-120.44,Parker,California,Plant Name =  Parker  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
430,WAT,Hydro,EXCLUDE,290612,0,1383274.8,0.210089853,38.83,-120.54,Camino,California,Plant Name =  Camino  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
431,WAT,Hydro,EXCLUDE,446981,0,1416585.6,0.315534056,38.83,-120.53,Jaybird,California,Plant Name =  Jaybird  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
432,WAT,Hydro,EXCLUDE,93192,0,649560.6,0.143469293,38.98,-120.32,Loon Lake,California,Plant Name =  Loon Lake  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
433,WAT,Hydro,EXCLUDE,44151,0,223533,0.197514461,38.9,-120.38,Robbs Peak,California,Plant Name =  Robbs Peak  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
435,WAT,Hydro,EXCLUDE,428921,0,2331756,0.183947634,38.77,-120.79,White Rock/Slab Creek,California,Plant Name =  White Rock/Slab Creek  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
436,WAT,Hydro,EXCLUDE,940177,0,2421169.2,0.388315282,34.21,-117.33,Devil Canyon,California,Plant Name =  Devil Canyon  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
437,WAT,Hydro,EXCLUDE,1434597.99,0,5646180.6,0.254082909,39.54,-121.49,Edward C Hyatt,California,Plant Name =  Edward C Hyatt  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
438,WAT,Hydro,EXCLUDE,187800,0,1008966.6,0.186131037,39.51,-121.63,Thermalito,California,Plant Name =  Thermalito  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
439,WAT,Hydro,EXCLUDE,301216.99,0,1497232.8,0.201182468,37.7,-120.42,Don Pedro,California,Plant Name =  Don Pedro  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
440,WAT,Hydro,EXCLUDE,15050,0,39447,0.381524577,37.67,-120.44,La Grange,California,Plant Name =  La Grange  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
441,WAT,Hydro,EXCLUDE,465842.01,0,1740927.6,0.267582644,38.71,-121.16,Folsom,California,Plant Name =  Folsom  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
442,WAT,Hydro,EXCLUDE,332379,0,1353470.4,0.245575374,40.65,-122.63,Judge F Carr,California,Plant Name =  Judge F Carr  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
443,WAT,Hydro,EXCLUDE,371798.01,0,1025622,0.362509784,40.61,-122.45,Keswick,California,Plant Name =  Keswick  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
444,WAT,Hydro,EXCLUDE,56403,0,117464.4,0.480171014,38.64,-121.22,Nimbus,California,Plant Name =  Nimbus  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
445,WAT,Hydro,EXCLUDE,1827639.03,0,6258924,0.292005308,40.72,-122.42,Shasta,California,Plant Name =  Shasta  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
