YEAR,EIA Plant Id,Plant Name,Plant State,Sector,Sector Name,North American Industiral Classification System (NAICS) Code,"Combined Heat And Power Status (Y = Chp, N= Non-Chp)",Reporting Frequency (Annual Or Monthly),Nameplate Capacity (MW),Annual capacity (actual/nameplate)
2012,50971,Tropicana Products Bradent,FL,7,Industrial NAICS Cogen,311,Y,A,46.8,0.49
2012,50972,Marsh Valley Development,ID,2,NAICS-22 Non-Cogen,22,N,A,1.6,0.36
2012,50973,Motiva Enterprises Port Arthur Refinery,TX,7,Industrial NAICS Cogen,32411,Y,M,276.8,0.69
2012,50974,Scrubgrass Generating Company LP,PA,2,NAICS-22 Non-Cogen,22,N,A,94.7,0.82
2012,50976,Indiantown Cogeneration LP,FL,3,NAICS-22 Cogen,22,Y,M,395.4,0.23
2012,50978,Carr Street Generating Station,NY,2,NAICS-22 Non-Cogen,22,N,A,122.6,0.06
2012,50980,Siphon Power Project,OR,2,NAICS-22 Non-Cogen,22,N,A,5.4,0.82
2012,50985,Solano County Cogen Plant,CA,5,Commercial NAICS Cogen,92,Y,A,2.8,0.30
2012,50987,Rock Creek I,ID,2,NAICS-22 Non-Cogen,22,N,A,2.1,0.54
2012,50989,Ingersoll Milling Machine,IL,7,Industrial NAICS Cogen,333,Y,A,4.6,0.00
2012,50990,Marathon Electric,WI,6,Industrial NAICS Non-Cogen,335,N,A,2.6,0.00
2012,50993,Co-Gen II LLC,OR,3,NAICS-22 Cogen,22,Y,A,7.5,0.00
2012,50997,Gallup Refinery,NM,7,Industrial NAICS Cogen,32411,Y,A,6,0.00
2012,50999,Aziscohos Hydroelectric Project,ME,2,NAICS-22 Non-Cogen,22,N,A,6.7,0.50
2012,51008,M A Patout Son Ltd,LA,7,Industrial NAICS Cogen,111,Y,A,3,0.05
2012,51026,Ryegate Power Station,VT,2,NAICS-22 Non-Cogen,22,N,A,21.5,0.54
2012,51030,Ocean State Power,RI,2,NAICS-22 Non-Cogen,22,N,M,254.2,0.39
2012,51033,West Delaware Tunnel Plant,NY,2,NAICS-22 Non-Cogen,22,N,A,7.5,0.58
2012,51034,Little Falls Hydro,NY,2,NAICS-22 Non-Cogen,22,N,A,13,0.38
2012,51035,Hofstra University,NY,5,Commercial NAICS Cogen,611,Y,A,2.2,0.69
2012,51038,MacArthur Waste to Energy Facility,NY,4,Commercial NAICS Non-Cogen,562213,N,A,12.5,0.51
2012,52006,LaO Energy Systems,LA,7,Industrial NAICS Cogen,325,Y,M,589.5,0.41
2012,52007,Mecklenburg Power Station,VA,1,Electric Utility,22,N,M,139.8,0.14
2012,52010,Lee County Solid Waste Energy,FL,2,NAICS-22 Non-Cogen,22,N,A,59,0.57
2012,52015,Caithness Dixie Valley,NV,2,NAICS-22 Non-Cogen,22,N,M,60.5,0.90
2012,52017,Menominee Acquisition,MI,7,Industrial NAICS Cogen,322122,Y,A,2.5,0.12
2012,52019,Doswell Energy Center,VA,2,NAICS-22 Non-Cogen,22,N,M,939,0.42
2012,52021,ITT Cogen Facility,IL,5,Commercial NAICS Cogen,611,Y,A,7.4,0.00
2012,52024,Rhode Island Hospital,RI,5,Commercial NAICS Cogen,622,Y,A,10.4,0.20
2012,52026,Dartmouth Power Associates LP,MA,2,NAICS-22 Non-Cogen,22,N,A,101.7,0.16
2012,52028,Puna Geothermal Venture I,HI,2,NAICS-22 Non-Cogen,22,N,M,51,0.58
2012,52031,Alliance Refinery,LA,6,Industrial NAICS Non-Cogen,32411,N,A,25,0.00
2012,52033,Moretown Generating Station,VT,2,NAICS-22 Non-Cogen,22,N,A,0,#DIV/0!
2012,52034,Bunge Oil,IL,7,Industrial NAICS Cogen,311,Y,A,3.5,0.00
2012,52036,Yough Hydro Power,PA,2,NAICS-22 Non-Cogen,22,N,A,12.2,0.33
2012,52039,Quail Creek Hydro Plant #1,UT,2,NAICS-22 Non-Cogen,22,N,A,2.3,0.40
2012,52048,Vanderbilt University Power Plant,TN,5,Commercial NAICS Cogen,611,Y,A,21.4,0.38
2012,52049,Clifton Dam 3 Power Station,SC,2,NAICS-22 Non-Cogen,22,N,A,1.2,0.20
2012,52051,I 95 Municipal Landfill Phase I,VA,2,NAICS-22 Non-Cogen,22,N,A,3.2,0.86
2012,52054,Rapidan Hydro Facility,MN,2,NAICS-22 Non-Cogen,22,N,A,6.8,0.14
2012,52056,Nassau Energy Corp,NY,3,NAICS-22 Cogen,22,Y,A,55,0.79
2012,52058,Ogdensburg,NY,2,NAICS-22 Non-Cogen,22,N,A,3.5,0.30
2012,52061,Hartford Hospital Cogeneration,CT,5,Commercial NAICS Cogen,622,Y,A,10.4,0.54
2012,52063,Martinez Sulfuric Acid Regeneration Plt,CA,7,Industrial NAICS Cogen,325,Y,A,4,0.03
2012,52064,Rhodia Dominguez Plant,CA,7,Industrial NAICS Cogen,325,Y,A,5,0.12
2012,52065,Rhodia Houston Plant,TX,7,Industrial NAICS Cogen,325188,Y,A,7.5,0.21
2012,52068,Great Falls Hydro Project,NJ,2,NAICS-22 Non-Cogen,22,N,A,10.8,0.11
2012,52069,Point Comfort Operations,TX,7,Industrial NAICS Cogen,325188,Y,A,63.1,0.48
2012,52071,Sandow No 5,TX,2,NAICS-22 Non-Cogen,22,N,M,661.5,0.75
2012,52072,Radford Army Ammunition Plant,VA,7,Industrial NAICS Cogen,325,Y,A,24,0.14
2012,52073,UCLA So Campus Cogen Project,CA,5,Commercial NAICS Cogen,611,Y,A,43,0.74
2012,52076,McKittrick Cogen,CA,7,Industrial NAICS Cogen,211,Y,A,12,0.31
2012,52077,Lost Hills Cogeneration Plant,CA,7,Industrial NAICS Cogen,211,Y,A,10.5,0.39
2012,52078,North Midway Cogen,CA,7,Industrial NAICS Cogen,211,Y,A,0,#DIV/0!
2012,52081,Cymric 31X Cogen,CA,7,Industrial NAICS Cogen,211,Y,A,6.8,0.73
2012,52082,Cymric 6Z Cogen,CA,7,Industrial NAICS Cogen,211,Y,A,6.8,0.73
2012,52083,Coalinga 6C Cogen,CA,7,Industrial NAICS Cogen,211,Y,A,0,#DIV/0!
2012,52085,Taft 26C Cogen,CA,7,Industrial NAICS Cogen,211,Y,A,12.4,0.80
2012,52086,Coalinga 25D Cogen,CA,7,Industrial NAICS Cogen,211,Y,A,10.2,0.78
2012,52087,Elizabeth River Power Station,VA,1,Electric Utility,22,N,M,388.8,0.04
2012,52088,Texas City Power Plant,TX,3,NAICS-22 Cogen,22,Y,M,450,0.31
2012,52089,Celanese Acetate LLC,VA,7,Industrial NAICS Cogen,314,Y,A,27.2,0.63
2012,52091,New York Methodist Hospital,NY,3,NAICS-22 Cogen,22,Y,A,1.8,0.55
2012,52096,Berry Placerita Cogen,CA,7,Industrial NAICS Cogen,324,Y,A,42.8,0.90
2012,52099,Plant No 2,CA,5,Commercial NAICS Cogen,562212,Y,A,16,0.30
2012,52104,Cymric 36W Cogen,CA,7,Industrial NAICS Cogen,211,Y,A,12.4,0.77
2012,52105,Richmond Refinery TG800,CA,7,Industrial NAICS Cogen,32411,Y,A,30.4,0.40
2012,52106,Philadelphia Refinery,PA,7,Industrial NAICS Cogen,32411,Y,A,20,0.44
2012,52107,Kern River Eastridge Cogen,CA,7,Industrial NAICS Cogen,211,Y,A,48.8,0.55
2012,52108,Valero Energy Port Arthur Refinery,TX,7,Industrial NAICS Cogen,32411,Y,A,17.2,0.09
2012,52109,Richmond Cogen,CA,6,Industrial NAICS Non-Cogen,32411,N,M,125.2,0.73
2012,52115,Ingredion Stockton,CA,7,Industrial NAICS Cogen,311,Y,A,2.8,0.87
2012,52118,Multitrade of Pittsylvania LP,VA,1,Electric Utility,22,N,M,90,0.43
2012,52120,Dow Chemical Texas Operation,TX,7,Industrial NAICS Cogen,325,Y,M,678.1,0.48
2012,52122,Wasson CO2 Removal Plant,TX,7,Industrial NAICS Cogen,211,Y,A,23.4,0.58
2012,52127,Elk Basin Gasoline Plant,WY,7,Industrial NAICS Cogen,211,Y,A,2,0.62
2012,52130,Whiting Refinery,IN,7,Industrial NAICS Cogen,32411,Y,A,83.8,0.63
2012,52132,Power Station 4,TX,7,Industrial NAICS Cogen,32411,Y,A,156.4,0.37
2012,52133,Mandan Refinery,ND,7,Industrial NAICS Cogen,32411,Y,A,7.5,0.88
2012,52138,Steamboat 1A Power Plant,NV,2,NAICS-22 Non-Cogen,22,N,A,1.2,0.09
2012,52140,International Paper Prattville Mill,AL,7,Industrial NAICS Cogen,32213,Y,M,89.8,0.69
2012,52142,Mojave 4,CA,2,NAICS-22 Non-Cogen,22,N,A,29,0.21
2012,52143,Mojave 3,CA,2,NAICS-22 Non-Cogen,22,N,A,23.5,0.22
2012,52144,Mojave 5,CA,2,NAICS-22 Non-Cogen,22,N,A,22.5,0.23
2012,52147,C P Kelco San Diego Plant,CA,7,Industrial NAICS Cogen,311,Y,A,28,0.34
2012,52148,Elkton,VA,7,Industrial NAICS Cogen,325,Y,A,7.1,0.23
2012,52149,West Point,PA,7,Industrial NAICS Cogen,311,Y,A,85.6,0.36
2012,52151,International Paper Eastover Facility,SC,7,Industrial NAICS Cogen,322122,Y,M,109.6,0.60
2012,52152,International Paper Franklin Mill,VA,7,Industrial NAICS Cogen,322122,Y,M,82.5,0.25
2012,52155,Lacomb Irrigation District,OR,2,NAICS-22 Non-Cogen,22,N,A,1,0.42
2012,52158,Aidlin Geothermal Power Plant,CA,2,NAICS-22 Non-Cogen,22,N,A,25,0.55
2012,52160,Victory Garden Phase IV,CA,2,NAICS-22 Non-Cogen,22,N,A,22,0.17
2012,52161,Terra-Gen 251 Wind LLC,CA,2,NAICS-22 Non-Cogen,22,N,A,18.4,0.13
2012,52162,85 A,CA,2,NAICS-22 Non-Cogen,22,N,A,14.1,0.12
2012,52163,85 B,CA,2,NAICS-22 Non-Cogen,22,N,A,21.2,0.11
2012,52165,Helzel & Schwarzhoff 88 Wind Farm,CA,2,NAICS-22 Non-Cogen,22,N,A,1.8,0.15
2012,52166,Collins Facility,MA,2,NAICS-22 Non-Cogen,22,N,A,1.2,0.42
2012,52168,Riverbay,NY,5,Commercial NAICS Cogen,814,Y,A,43.5,0.37
2012,52169,Midway Sunset Cogen,CA,7,Industrial NAICS Cogen,211,Y,M,234,0.67
2012,52171,Upper Barker,ME,2,NAICS-22 Non-Cogen,22,N,A,1,0.70
2012,52173,Conemaugh Hydro Plant,PA,2,NAICS-22 Non-Cogen,22,N,A,15,0.38
2012,52174,Soda Lake Geothermal No I II,NV,2,NAICS-22 Non-Cogen,22,N,M,26.1,0.28
2012,52175,CITGO Refinery Powerhouse,LA,7,Industrial NAICS Cogen,32411,Y,M,50,0.46
2012,52176,C R Wing Cogen Plant,TX,3,NAICS-22 Cogen,22,Y,M,230,0.11
2012,52184,Tesoro Alaska Petroleum,AK,7,Industrial NAICS Cogen,32411,Y,A,8,0.57
2012,52186,Yuba City Cogen Partners,CA,3,NAICS-22 Cogen,22,Y,A,49,0.15
2012,52187,Falls Creek,OR,2,NAICS-22 Non-Cogen,22,N,A,4.1,0.54
2012,52193,Delaware City Plant,DE,7,Industrial NAICS Cogen,32411,Y,M,324,0.27
2012,52204,Otay,CA,2,NAICS-22 Non-Cogen,22,N,A,6.9,0.78
2012,54004,Dublin Mill,GA,7,Industrial NAICS Cogen,322122,Y,M,82.1,0.41
2012,54006,Broadwater Power Project,MT,2,NAICS-22 Non-Cogen,22,N,A,9.7,0.63
2012,54015,MM West Covina,CA,2,NAICS-22 Non-Cogen,22,N,A,6.8,0.70
2012,54017,San Gabriel Hydro Project,CA,2,NAICS-22 Non-Cogen,22,N,A,5,0.06
2012,54033,Wheelabrator North Broward,FL,2,NAICS-22 Non-Cogen,22,N,M,67.6,0.73
2012,54034,Rensselaer Cogen,NY,2,NAICS-22 Non-Cogen,22,N,A,96.9,0.08
2012,54035,Roanoke Valley Energy Facililty I,NC,3,NAICS-22 Cogen,22,Y,A,182.3,0.71
2012,54038,Geo East Mesa II,CA,2,NAICS-22 Non-Cogen,22,N,A,43.2,0.21
2012,54041,Lockport Energy Associates LP,NY,3,NAICS-22 Cogen,22,Y,M,221.3,0.15
2012,54044,University of Illinois Cogen Facility,IL,5,Commercial NAICS Cogen,611,Y,M,59.9,0.23
2012,54045,Wythe Park Power Petersburg Plant,VA,2,NAICS-22 Non-Cogen,22,N,A,3,0.00
2012,54056,Pawtucket Power Associates,RI,2,NAICS-22 Non-Cogen,22,N,A,68.8,0.01
2012,54057,Riverview Energy Systems,MI,2,NAICS-22 Non-Cogen,22,N,A,6.6,0.38
2012,54076,Indeck Olean Energy Center,NY,3,NAICS-22 Cogen,22,Y,A,90.6,0.16
2012,54081,Spruance Genco LLC,VA,3,NAICS-22 Cogen,22,Y,M,229.6,0.10
2012,54085,Androscoggin Mill,ME,7,Industrial NAICS Cogen,322,Y,M,80,0.68
2012,54087,International Paper Georgetown Mill,SC,7,Industrial NAICS Cogen,322122,Y,M,95.6,0.61
2012,54091,Mansfield Mill,LA,7,Industrial NAICS Cogen,32213,Y,M,135,0.66
2012,54096,International Paper Riverdale Mill,AL,7,Industrial NAICS Cogen,322122,Y,M,104.2,0.67
2012,54097,International Paper Texarkana Mill,TX,7,Industrial NAICS Cogen,32213,Y,A,65,0.68
2012,54098,Kaukauna Paper Mill,WI,7,Industrial NAICS Cogen,322122,Y,M,44.6,0.37
2012,54099,Ticonderoga Mill,NY,7,Industrial NAICS Cogen,322122,Y,M,42.1,0.53
2012,54100,International Paper Vicksburg Mill,MS,7,Industrial NAICS Cogen,322122,Y,A,50.5,0.58
2012,54101,Georgia-Pacific Cedar Springs,GA,7,Industrial NAICS Cogen,32213,Y,M,101.2,0.62
2012,54103,Port Edwards Mill,WI,7,Industrial NAICS Cogen,322122,Y,A,6.7,0.54
2012,54104,Ashdown,AR,7,Industrial NAICS Cogen,322122,Y,M,156.5,0.59
2012,54111,Second Imperial Geothermal,CA,2,NAICS-22 Non-Cogen,22,N,M,80,0.35
2012,54114,Kennedy International Airport Cogen,NY,3,NAICS-22 Cogen,22,Y,A,121.2,0.63
2012,54123,Mechanic Falls,ME,2,NAICS-22 Non-Cogen,22,N,A,1.4,0.27
2012,54124,Pittsfield,ME,2,NAICS-22 Non-Cogen,22,N,A,1.1,0.48
2012,54131,Fortistar North Tonawanda,NY,3,NAICS-22 Cogen,22,Y,A,55.3,0.16
2012,54134,Great Lakes Hydro America - ME,ME,2,NAICS-22 Non-Cogen,22,N,M,134.9,0.62
2012,54142,Hillcrest Pump Station,CO,2,NAICS-22 Non-Cogen,22,N,A,2,0.00
2012,54144,Piney Creek Project,PA,2,NAICS-22 Non-Cogen,22,N,A,36.2,0.85
2012,54148,Hydro Kennebec Project,ME,2,NAICS-22 Non-Cogen,22,N,A,15.4,0.65
2012,54149,Stony Brook Cogen Plant,NY,3,NAICS-22 Cogen,22,Y,A,47,0.75
2012,54201,Iowa State University,IA,5,Commercial NAICS Cogen,611,Y,A,46,0.32
2012,54203,Mississippi Baptist Medical Center,MS,5,Commercial NAICS Cogen,622,Y,A,4.2,0.59
2012,54207,ArcelorMittal Warren,OH,7,Industrial NAICS Cogen,331111,Y,A,20.5,0.39
2012,54210,American Crystal Sugar Hillsboro,ND,7,Industrial NAICS Cogen,311,Y,A,13.3,0.51
2012,54211,American Crystal Sugar Moorhead,MN,7,Industrial NAICS Cogen,311,Y,A,5,1.07
2012,54212,American Crystal Sugar Crookston,MN,7,Industrial NAICS Cogen,311,Y,A,6.5,0.56
2012,54213,American Crystal Sugar Drayton,ND,7,Industrial NAICS Cogen,311,Y,A,6,0.00
2012,54214,American Crystal Sugar East Grand Forks,MN,7,Industrial NAICS Cogen,311,Y,A,7.5,0.51
2012,54216,U S Alliance Coosa Pines,AL,7,Industrial NAICS Cogen,322,Y,A,30.4,0.32
2012,54219,Burney Mountain Power,CA,2,NAICS-22 Non-Cogen,22,N,A,0,#DIV/0!
2012,54224,Franklin Heating Station,MN,5,Commercial NAICS Cogen,622,Y,A,32.6,0.23
2012,54225,Gillette SBMC,MA,7,Industrial NAICS Cogen,332,Y,A,14.2,0.60
2012,54235,Rittman Paperboard,OH,7,Industrial NAICS Cogen,32213,Y,A,14,0.00
2012,54236,Pfizer Groton Plant,CT,7,Industrial NAICS Cogen,325,Y,A,40,0.26
2012,54238,Port of Stockton Energy Facility,CA,3,NAICS-22 Cogen,22,Y,A,54,0.00
2012,54239,Naval Submarine Base Kings Bay,GA,4,Commercial NAICS Non-Cogen,928,N,A,30,0.00
2012,54240,Louisiana Tech University Power Plant,LA,5,Commercial NAICS Cogen,611,Y,A,7.5,0.68
2012,54249,Smith Falls Hydro Project,ID,1,Electric Utility,22,N,A,38.1,0.23
2012,54250,Newman,PA,6,Industrial NAICS Non-Cogen,32213,N,A,1.8,0.76
2012,54251,Opal Springs Hydro,OR,2,NAICS-22 Non-Cogen,22,N,A,4.3,0.77
2012,54258,Westwind Trust,CA,2,NAICS-22 Non-Cogen,22,N,A,16,0.13
2012,54261,Warm Springs Hydro Project,CA,2,NAICS-22 Non-Cogen,22,N,A,2.7,0.48
2012,54262,Saint Marys Hospital Power Plant,MN,5,Commercial NAICS Cogen,622,Y,A,15.4,0.40
2012,54267,Koma Kulshan Associates,WA,2,NAICS-22 Non-Cogen,22,N,A,12,0.41
2012,54268,March Point Cogeneration,WA,3,NAICS-22 Cogen,22,Y,M,166.8,0.74
2012,54271,Saguaro Power,NV,3,NAICS-22 Cogen,22,Y,M,127.2,0.64
2012,54276,Univ of NC Chapel Hill Cogen Facility,NC,5,Commercial NAICS Cogen,611,Y,M,32,0.12
2012,54281,Interstate Paper LLC Riceboro,GA,7,Industrial NAICS Cogen,32213,Y,A,12.5,0.97
2012,54283,Lee Creek Water Treatment Facility,AR,2,NAICS-22 Non-Cogen,22,N,A,1.3,-0.28
2012,54285,Hastings City Hydroelectric,MN,2,NAICS-22 Non-Cogen,22,N,A,4.4,0.55
2012,54286,Rolls Royce,IN,7,Industrial NAICS Cogen,336,Y,A,5,0.39
2012,54290,Inforum,GA,4,Commercial NAICS Non-Cogen,53,N,A,1.3,0.00
2012,54291,Sherwin Alumina,TX,7,Industrial NAICS Cogen,331312,Y,A,24,0.69
2012,54294,West Group Data Center,MN,4,Commercial NAICS Non-Cogen,518,N,A,8,0.00
2012,54296,Biola University,CA,5,Commercial NAICS Cogen,611,Y,A,2.2,0.83
2012,54298,Coram Energy LLC (ECT),CA,2,NAICS-22 Non-Cogen,22,N,A,7.5,0.44
2012,54299,Coram Energy LLC,CA,2,NAICS-22 Non-Cogen,22,N,A,3,0.28
2012,54300,CTV Power Purchase Contract Trust,CA,2,NAICS-22 Non-Cogen,22,N,A,4.5,0.23
2012,54301,Colebrook Hydroelectric,CT,2,NAICS-22 Non-Cogen,22,N,A,3,0.14
2012,54302,Goodwin Hydroelectric,CT,2,NAICS-22 Non-Cogen,22,N,A,3.2,0.38
2012,54304,Birchwood Power,VA,2,NAICS-22 Non-Cogen,22,N,M,258.3,0.18
2012,54305,Westward Seafoods,AK,7,Industrial NAICS Cogen,311,Y,A,6.6,0.33
2012,54306,Wilson Lake Hydroelectric Project,ID,2,NAICS-22 Non-Cogen,22,N,A,8.4,0.38
2012,54308,Three Forks Water Power Project,CA,2,NAICS-22 Non-Cogen,22,N,A,1.3,0.58
2012,54310,Galesburg,IL,7,Industrial NAICS Cogen,311,Y,A,3,0.00
2012,54316,Archer Daniels Midland Southport,NC,7,Industrial NAICS Cogen,311,Y,A,52.5,0.00
2012,54318,General Chemical,WY,7,Industrial NAICS Cogen,325188,Y,A,30,0.84
2012,54321,Goodyear Beaumont Chemical Plant,TX,7,Industrial NAICS Cogen,325,Y,A,34.8,0.77
2012,54322,Avondale Mills,GA,6,Industrial NAICS Non-Cogen,314,N,A,2.1,0.79
2012,54323,CNN Center,GA,4,Commercial NAICS Non-Cogen,515,N,A,13,0.00
2012,54324,Ocean State Power II,RI,2,NAICS-22 Non-Cogen,22,N,M,254.2,0.31
2012,54327,Toyon Power Station,CA,2,NAICS-22 Non-Cogen,22,N,A,3.6,0.34
2012,54330,Westhollow Technology Center,TX,7,Industrial NAICS Cogen,325,Y,A,3.7,0.51
2012,54333,Bucknell University,PA,5,Commercial NAICS Cogen,611,Y,A,5.9,0.85
2012,54335,Morton Salt Rittman,OH,7,Industrial NAICS Cogen,325,Y,A,1.5,0.50
2012,54337,NRG Energy San Diego,CA,3,NAICS-22 Cogen,22,Y,A,1.6,0.14
2012,54338,Rio Grande Valley Sugar Growers,TX,7,Industrial NAICS Cogen,311,Y,A,24.9,0.03
2012,54340,Norway Point Hydropower Project,MI,2,NAICS-22 Non-Cogen,22,N,A,4,0.32
2012,54341,Four Mile Hydropower Project,MI,2,NAICS-22 Non-Cogen,22,N,A,2,0.51
2012,54342,Ninth Street Hydropower Project,MI,2,NAICS-22 Non-Cogen,22,N,A,1.2,0.57
2012,54343,Terminus Hydroelectric Project,CA,2,NAICS-22 Non-Cogen,22,N,A,20.1,0.14
2012,54347,Howard F Curren Advncd Wastewater Plant,FL,5,Commercial NAICS Cogen,22132,Y,A,2,0.65
2012,54349,Nevada Cogen Associates 2 Black Mountain,NV,3,NAICS-22 Cogen,22,Y,A,96.3,0.86
2012,54350,Nevada Cogen Assoc#1 GarnetVly,NV,3,NAICS-22 Cogen,22,Y,A,96.3,0.83
2012,54355,Chace Mill Winooski One,VT,2,NAICS-22 Non-Cogen,22,N,A,7.5,0.43
2012,54358,International Paper Augusta Mill,GA,7,Industrial NAICS Cogen,32213,Y,M,84.7,0.60
2012,54360,PPG Industries Works 14,IL,6,Industrial NAICS Non-Cogen,327,N,A,4.7,0.00
2012,54363,PPG Industries Shelby NC Works,NC,6,Industrial NAICS Non-Cogen,327,N,A,4.2,0.00
2012,54364,PPG Industries Works 4,TX,6,Industrial NAICS Non-Cogen,327,N,A,6,0.00
2012,54365,Orange Cogeneration Facility,FL,3,NAICS-22 Cogen,22,Y,A,136.6,0.27
2012,54371,Oildale Cogen,CA,3,NAICS-22 Cogen,22,Y,A,42.2,0.87
2012,54372,University of Colorado,CO,5,Commercial NAICS Cogen,611,Y,M,33,0.01
2012,54373,Southbridge Energy Center LLC,MA,7,Industrial NAICS Cogen,325211,Y,A,6.5,0.00
2012,54374,Sinclair Oil Refinery,WY,7,Industrial NAICS Cogen,32411,Y,A,6.7,0.14
2012,54384,EHC West Hopkinton,NH,2,NAICS-22 Non-Cogen,22,N,A,1,0.28
2012,54385,Kinneytown New Old,CT,2,NAICS-22 Non-Cogen,22,N,A,2.3,0.23
2012,54386,Little Wood Hydro Project,ID,2,NAICS-22 Non-Cogen,22,N,A,2.8,0.27
2012,54387,Weeks Falls,WA,2,NAICS-22 Non-Cogen,22,N,A,4.3,0.45
2012,54391,Alice Falls Hydro Project,NY,2,NAICS-22 Non-Cogen,22,N,A,2.1,0.00
2012,54392,BJ Gas Recovery,GA,2,NAICS-22 Non-Cogen,22,N,A,1.6,0.42
2012,54394,Dry Creek Project,ID,2,NAICS-22 Non-Cogen,22,N,A,3.6,0.33
2012,54395,Stillwater Hydro Electric Project,NY,2,NAICS-22 Non-Cogen,22,N,A,3.4,0.50
2012,54406,Capitol Heat and Power,WI,5,Commercial NAICS Cogen,92,Y,A,2,0.00
2012,54407,Waupun Correctional Central Heating Plt,WI,5,Commercial NAICS Cogen,624,Y,A,4.3,0.04
2012,54408,UW Madison Charter Street Plant,WI,5,Commercial NAICS Cogen,611,Y,A,9.7,0.12
2012,54409,Dartmouth College Heating Plant,NH,5,Commercial NAICS Cogen,611,Y,A,7,0.01
2012,54410,Western Power & Steam Inc,CA,7,Industrial NAICS Cogen,211,Y,A,36,0.70
2012,54414,John Deere Dubuque Works,IA,6,Industrial NAICS Non-Cogen,333,N,A,9,0.00
2012,54415,Cadillac Renewable Energy,MI,2,NAICS-22 Non-Cogen,22,N,M,44,0.40
2012,54418,Rollinsford,NH,2,NAICS-22 Non-Cogen,22,N,A,1.4,0.46
2012,54422,Unisea G 2,AK,6,Industrial NAICS Non-Cogen,311,N,A,17.5,0.19
2012,54423,Lake Cogen Ltd,FL,3,NAICS-22 Cogen,22,Y,A,157.7,0.38
2012,54424,Pasco Cogen Ltd,FL,3,NAICS-22 Cogen,22,Y,A,143.7,0.20
2012,54426,Mulberry Cogeneration Facility,FL,3,NAICS-22 Cogen,22,Y,A,131.5,0.35
2012,54427,Gaylord Container Bogalusa,LA,7,Industrial NAICS Cogen,322122,Y,M,99.5,0.50
2012,54429,Alabama Pine Pulp,AL,7,Industrial NAICS Cogen,322,Y,A,69,0.10
2012,54447,Welport Lease Project,CA,7,Industrial NAICS Cogen,211,Y,A,5,0.33
2012,54449,Dome Project,CA,7,Industrial NAICS Cogen,211,Y,A,6,0.77
2012,54451,Los Angeles Refinery Wilmington,CA,7,Industrial NAICS Cogen,324,Y,M,58.5,0.62
2012,54453,EDF Renewable Windfarm V Inc,CA,2,NAICS-22 Non-Cogen,22,N,M,60,0.08
2012,54454,San Gorgonio Windplant WPP1993,CA,2,NAICS-22 Non-Cogen,22,N,M,49.5,0.41
2012,54457,Hewlett Packard Alpharetta,GA,4,Commercial NAICS Non-Cogen,519,N,A,8,0.00
2012,54458,Benedum Plant,TX,6,Industrial NAICS Non-Cogen,324,N,A,2,0.00
2012,54462,Graniteville Enterprise Division,GA,6,Industrial NAICS Non-Cogen,314,N,A,1.2,0.39
2012,54464,Riverwood International Macon Mill,GA,7,Industrial NAICS Cogen,322,Y,A,33.4,0.00
2012,54466,Orlando Cogen LP,FL,3,NAICS-22 Cogen,22,Y,A,122.4,0.75
2012,54468,Mt Lassen Power,CA,2,NAICS-22 Non-Cogen,22,N,A,0,#DIV/0!
2012,54469,Pacific Oroville Power Inc,CA,2,NAICS-22 Non-Cogen,22,N,A,0,#DIV/0!
2012,54471,Mascoma Hydro,NH,2,NAICS-22 Non-Cogen,22,N,A,1.5,0.24
2012,54472,Simplot Phosphates,WY,7,Industrial NAICS Cogen,325311,Y,A,11.5,0.76
2012,54476,Sumas Power Plant,WA,1,Electric Utility,22,N,A,125.5,0.21
2012,54477,Oroville Cogeneration LP,CA,3,NAICS-22 Cogen,22,Y,A,7.7,0.14
2012,54512,Domino Sugar Arabi Plant,LA,7,Industrial NAICS Cogen,311,Y,A,14,0.35
2012,54513,Rock-Tenn,IL,6,Industrial NAICS Non-Cogen,32213,N,A,2.9,0.00
2012,54514,Blind Canyon Hydro,ID,2,NAICS-22 Non-Cogen,22,N,A,1.3,0.39
2012,54515,Crotched Mountain Rehabilitation Center,NH,5,Commercial NAICS Cogen,622,Y,A,2.1,0.00
2012,54517,Sierra Pacific Sonora,CA,7,Industrial NAICS Cogen,321,Y,A,7.5,0.37
2012,54518,Formosa Plastics,LA,7,Industrial NAICS Cogen,325211,Y,A,105.5,0.40
2012,54520,Village Creek Wastewater Treatment Plant,TX,4,Commercial NAICS Non-Cogen,22132,N,A,12.4,0.32
2012,54523,Hoffer Plastics,IL,6,Industrial NAICS Non-Cogen,326,N,A,7.2,0.03
2012,54524,Horseshoe Bend Hydro Partners,ID,2,NAICS-22 Non-Cogen,22,N,A,9.4,0.60
2012,54525,Kankakee Hydro Facility,IL,4,Commercial NAICS Non-Cogen,22132,N,A,1.2,0.18
2012,54526,ReEnergy Biomass LLC,NY,3,NAICS-22 Cogen,22,Y,A,21.1,0.85
2012,54529,Wheelabrator Ridge Energy,FL,2,NAICS-22 Non-Cogen,22,N,M,45.5,0.57
2012,54531,Stingray Facility,LA,6,Industrial NAICS Non-Cogen,324,N,A,2.5,0.50
2012,54533,Southern Minnesota Beet Sugar,MN,7,Industrial NAICS Cogen,311,Y,A,7.5,0.19
2012,54534,St Josephs Hospital,FL,5,Commercial NAICS Cogen,622,Y,A,1.7,0.36
